StudyID_IDALL,Authors,Year,Title,Citation
772,"Christiansen, S., Ryan, J., Singh, M., Ates, S., Bahhady, F., Mohamed, K., Youssef, O., & Loss, S. (2015).",2015,Potential legume alternatives to fallow and wheat monoculture for Mediterranean environments,"Christiansen, S., Ryan, J., Singh, M., Ates, S., Bahhady, F., Mohamed, K., . . . Loss, S. (2015). Potential legume alternatives to fallow and wheat monoculture for Mediterranean environments. Crop & Pasture Science, 66(2), 113-121. doi:10.1071/cp14063"
708,"Zhao Y, Wang L, Lei X, et al",2021,Reducing carbon footprint without compromising grain security through relaxing cropping rotation system in the North China Plain,"Zhao, Y. X., Wang, L., Lei, X. Y., Wang, B., Cui, J. X., Xu, Y. N., . . . Sui, P. (2021). Reducing carbon footprint without compromising grain security through relaxing cropping rotation system in the North China Plain. Journal of Cleaner Production, 318, 11. doi:10.1016/j.jclepro.2021.128465"
682,"Yang X., Chen Y., Pacenka S., Gao W., Ma L., Wang G., Yan P., Sui P., Steenhuis T.S.",2015,Effect of diversified crop rotations on groundwater levels and crop water productivity in the North China Plain,"Yang, X., Chen, Y., Pacenka, S., Gao, W., Ma, L., Wang, G., . . . Steenhuis, T. S. (2015). Effect of diversified crop rotations on groundwater levels and crop water productivity in the North China Plain. Journal of Hydrology, 522, 428-438. doi:10.1016/j.jhydrol.2015.01.010"
715,"Yang CH, Fan ZL, Chai Q",2018,Agronomic and Economic Benefits of Pea/Maize Intercropping Systems in Relation to N Fertilizer and Maize Density,"Yang, C. H., Fan, Z. L., & Chai, Q. (2018). Agronomic and Economic Benefits of Pea/Maize Intercropping Systems in Relation to N Fertilizer and Maize Density. Agronomy-Basel, 8(4), 14. doi:10.3390/agronomy8040052"
59,"Batte M.T., Bacon K.J., Hopkins J.W.",1998,Measures of economic and environmental performance for alternative agricultural production systems,"Batte, M. T., Bacon, K. J., & Hopkins, J. W. (1998). Measures of economic and environmental performance for alternative agricultural production systems. Journal of Production Agriculture, 11(4), 428-438. doi:10.2134/jpa1998.0428"
425,"Nielsen D.C., Vigil M.F.",2017,Intensifying a semi-arid dryland crop rotation by replacing fallow with pea,"Nielsen, D. C., & Vigil, M. F. (2017). Intensifying a semi-arid dryland crop rotation by replacing fallow with pea. Agricultural Water Management, 186, 127-138. doi:10.1016/j.agwat.2017.03.003"
214,"Guvenc I., Yildirim E.",2006,Increasing productivity with intercropping systems in cabbage production,"Guvenc, I., & Yildirim, E. (2006). Increasing productivity with intercropping systems in cabbage production. Journal of Sustainable Agriculture, 28(4), 29-44. doi:10.1300/J064v28n04_04"
179,"Foltz J.C., Lee J.G., Martin M.A., Preckel P.V.",1995,Multiattribute assessment of alternative cropping systems,"Foltz, J. C., Lee, J. G., Martin, M. A., & Preckel, P. V. (1995). Multiattribute assessment of alternative cropping systems. American Journal of Agricultural Economics, 77(2), 408-420. doi:10.2307/1243550"
200,"Glenk K., Shrestha S., Topp C.F.E., Sánchez B., Iglesias A., Dibari C., Merante P.",2017,A farm level approach to explore farm gross margin effects of soil organic carbon management,"Glenk, K., Shrestha, S., Topp, C. F. E., Sánchez, B., Iglesias, A., Dibari, C., & Merante, P. (2017). A farm level approach to explore farm gross margin effects of soil organic carbon management. Agricultural Systems, 151, 33-46. doi:10.1016/j.agsy.2016.11.002"
272,"Karlen D.L., Hurley E.G., Andrews S.S., Cambardella C.A., Meek D.W., Duffy M.D., Mallarino A.P.",2006,Crop rotation effects on soil quality at three northern corn/soybean belt locations,"Karlen, D. L., Hurley, E. G., Andrews, S. S., Cambardella, C. A., Meek, D. W., Duffy, M. D., & Mallarino, A. P. (2006). Crop rotation effects on soil quality at three northern corn/soybean belt locations. Agronomy Journal, 98(3), 484-495. doi:10.2134/agronj2005.0098"
525,"Sanford G.R., Jackson R.D., Booth E.G., Hedtcke J.L., Picasso V.",2021,Perenniality and diversity drive output stability and resilience in a 26-year cropping systems experiment,"Sanford, G. R., Jackson, R. D., Booth, E. G., Hedtcke, J. L., & Picasso, V. (2021). Perenniality and diversity drive output stability and resilience in a 26-year cropping systems experiment. Field Crops Research, 263. doi:10.1016/j.fcr.2021.108071"
726,"Sun T, Feng XM, Lal R, et al",2021,Crop diversification practice faces a tradeoff between increasing productivity and reducing carbon footprints,"Sun, T., Feng, X. M., Lal, R., Cao, T. H., Guo, J. R., Deng, A. X., . . . Zhang, W. J. (2021). Crop diversification practice faces a tradeoff between increasing productivity and reducing carbon footprints. Agriculture Ecosystems & Environment, 321, 10. doi:10.1016/j.agee.2021.107614"
757,"Koskey G, Leoni F, Carlesi S, Avio L, Barberi P.",2022,Exploiting Plant Functional Diversity in Durum Wheat-Lentil Relay Intercropping to Stabilize Crop Yields under Contrasting Climatic Conditions,"Koskey, G., Leoni, F., Carlesi, S., Avio, L., & Barberi, P. (2022). Exploiting Plant Functional Diversity in Durum Wheat-Lentil Relay Intercropping to Stabilize Crop Yields under Contrasting Climatic Conditions. Agronomy-Basel, 12(1), 15. doi:10.3390/agronomy12010210"
738,"Qian X, Zang HD, Xu HS, et al.",2018,"Relay strip intercropping of oat with maize, sunflower and mung bean in semi-arid regions of Northeast China: Yield advantages and economic benefits","Qian, X., Zang, H. D., Xu, H. S., Hu, Y. G., Ren, C. Z., Guo, L. C., . . . Zeng, Z. H. (2018). Relay strip intercropping of oat with maize, sunflower and mung bean in semi-arid regions of Northeast China: Yield advantages and economic benefits. Field Crops Research, 223, 33-40. doi:10.1016/j.fcr.2018.04.004"
356,"MacWilliam S., Wismer M., Kulshreshtha S.",2014,Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations,"MacWilliam, S., Wismer, M., & Kulshreshtha, S. (2014). Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations. Agricultural Systems, 123, 43-53. doi:10.1016/j.agsy.2013.08.009"
711,"Zentner RP, Campbell CA, Selles F, et al",2007,Economics of spring wheat production systems using conventional tillage management in the Brown soil zone - Revisited,"Zentner, R. P., Wall, D. D., Nagy, C. N., Smith, E. G., Young, D. L., Miller, P. R., . . . Derksen, D. A. (2002). Economics of crop diversification and soil tillage opportunities in the Canadian prairies. Agronomy Journal, 94(2), 216-230. doi:10.2134/agronj2002.0220"
720,"Walburger AM, McKenzie RH, Seward K, Ulrich K",2004,The economics of sustainable agriculture alternatives on the semiarid Canadian prairies: The case for legumes and organic amendments,"Walburger, A. M., McKenzie, R. H., Seward, K., & Ulrich, K. (2004). The economics of sustainable agriculture alternatives on the semiarid Canadian prairies: The case for legumes and organic amendments. Journal of Sustainable Agriculture, 24(3), 51-69. doi:10.1300/J064v24n03_05"
227,"Himanen S.J., Mäkinen H., Rimhanen K., Savikko R.",2016,Engaging farmers in climate change adaptation planning: Assessing intercropping as a means to support farm adaptive capacity,"Himanen, S. J., Mäkinen, H., Rimhanen, K., & Savikko, R. (2016). Engaging farmers in climate change adaptation planning: Assessing intercropping as a means to support farm adaptive capacity. Agriculture (Switzerland), 6(3). doi:10.3390/agriculture6030034"
404,"Mwila M., Mhlanga B., Thierfelder C.",2021,Intensifying cropping systems through doubled-up legumes in Eastern Zambia,"Mwila, M., Mhlanga, B., & Thierfelder, C. (2021). Intensifying cropping systems through doubled-up legumes in Eastern Zambia. Sci Rep, 11(1), 8101. doi:10.1038/s41598-021-87594-0"
725,"Temeche D, Getachew E, Hailu G, Abebe A",2022,"Effect of Sorghum-Mung Bean Intercropping on Sorghum-Based Cropping System in the Lowlands of North Shewa, Ethiopia","Temeche, D., Getachew, E., Hailu, G., & Abebe, A. (2022). Effect of Sorghum-Mung Bean Intercropping on Sorghum-Based Cropping System in the Lowlands of North Shewa, Ethiopia. Advances in Agriculture, 2022, 7. doi:10.1155/2022/6987871"
421,"Ngwira A.R., Kabambe V., Simwaka P., Makoko K., Kamoyo K.",2020,Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi,"Ngwira, A. R., Kabambe, V., Simwaka, P., Makoko, K., & Kamoyo, K. (2020). Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi. Acta Agriculturae Scandinavica, Section B — Soil & Plant Science, 70(3), 241-251. doi:10.1080/09064710.2020.1712472"
767,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., & Giller, K. E. (2016, Feb).",2016,Unravelling the causes of variability in crop yields and treatment responses for better tailoring of options for sustainable intensification in southern Mali,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., & Giller, K. E. (2016). Unravelling the causes of variability in crop yields and treatment responses for better tailoring of options for sustainable intensification in southern Mali. Field Crops Research, 187, 113-126. doi:10.1016/j.fcr.2015.12.015"
768,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., Adam, M., Sogoba, B., & Giller, K. E. (2017, Sep).",2017,Co-learning cycles to support the design of innovative farm systems in southern Mali,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., Adam, M., Sogoba, B., & Giller, K. E. (2017). Co-learning cycles to support the design of innovative farm systems in southern Mali. European Journal of Agronomy, 89, 61-74. doi:10.1016/j.eja.2017.06.008"
319,"Kuntashula E., Chabala L.M., Mulenga B.P.",2014,Impact of minimum tillage and crop rotation as climate change adaptation strategies on farmer welfare in smallholder farming systems of Zambia,"Kuntashula, E., Chabala, L. M., & Mulenga, B. P. (2014). Impact of minimum tillage and crop rotation as climate change adaptation strategies on farmer welfare in smallholder farming systems of Zambia. Journal of Sustainable Development, 7(4), 95-110. doi:10.5539/jsd.v7n4p95"
102,"Chimonyo V.G.P., Snapp S.S., Chikowo R.",2019,Grain legumes increase yield stability in maize based cropping systems,"Chimonyo, V. G. P., Snapp, S. S., & Chikowo, R. (2019). Grain legumes increase yield stability in maize based cropping systems. Crop Science, 59(3), 1222-1235. doi:10.2135/cropsci2018.09.0532"
587,"Son H.N., Kingsbury A., Hoa H.T.",2021,Indigenous knowledge and the enhancement of community resilience to climate change in the Northern Mountainous Region of Vietnam,"Son, H. N., Kingsbury, A., & Hoa, H. T. (2020). Indigenous knowledge and the enhancement of community resilience to climate change in the Northern Mountainous Region of Vietnam. Agroecology and Sustainable Food Systems, 45(4), 499-522. doi:10.1080/21683565.2020.1829777"
50,"Baishya L.K., Ansari M.A., Sarkar D., Ghosh M., Kumar S., Prakash N.",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,"Baishya, L. K., Ansari, M. A., Sarkar, D., Ghosh, M., Kumar, S., & Prakash, N. (2016). Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region. Research on Crops, 17(2), 268-275. doi:10.5958/2348-7542.2016.00046.2"
140,"Devkota M., Yigezu Y.A.",2020,Explaining yield and gross margin gaps for sustainable intensification of the wheat-based systems in a Mediterranean climate,"Devkota, M., & Yigezu, Y. A. (2020). Explaining yield and gross margin gaps for sustainable intensification of the wheat-based systems in a Mediterranean climate. Agricultural Systems, 185. doi:10.1016/j.agsy.2020.102946"
733,"Shah TM, Tasawwar S, Bhat MA, Otterpohl R.",2021,"Intercropping in Rice Farming under the System of Rice Intensification-An Agroecological Strategy for Weed Control, Better Yield, Increased Returns, and Social-Ecological Sustainability","Shah, T. M., Tasawwar, S., Bhat, M. A., & Otterpohl, R. (2021). Intercropping in Rice Farming under the System of Rice Intensification-An Agroecological Strategy for Weed Control, Better Yield, Increased Returns, and Social-Ecological Sustainability. Agronomy-Basel, 11(5), 21. doi:10.3390/agronomy11051010"
61,"Bedoussac L., Journet E.-P., Hauggaard-Nielsen H., Naudin C., Corre-Hellou G., Jensen E.S., Prieur L., Justes E.",2015,Ecological principles underlying the increase of productivity achieved by cereal-grain legume intercrops in organic farming. A review,"Bedoussac, L., Journet, E. P., Hauggaard-Nielsen, H., Naudin, C., Corre-Hellou, G., Jensen, E. S., . . . Justes, E. (2015). Ecological principles underlying the increase of productivity achieved by cereal-grain legume intercrops in organic farming. A review. Agronomy for Sustainable Development, 35(3), 911-935. doi:10.1007/s13593-014-0277-7"
444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,Sustainable management of dryland alfisols (Red Soils) in South India,"Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809888"
165,"Emeghebe A.M., Ellis-Jones J., Schulz S., Chikoye D., Douthwaite B., Kureh I., Tarawali G., Hussaini M.A., Kormawa P., Sanni A.",2004,Farmers' perception of the Striga problem and its control in northern Nigeria,"Emeghebe, A. M., Ellis-Jones, J., Schulz, S., Chikoye, D., Douthwaite, B., Kureh, I., . . . Sanni, A. (2004). Farmers' perception of the Striga problem and its control in northern Nigeria. Experimental Agriculture, 40(2), 215-232. doi:10.1017/S0014479703001601"
97,"Chapagain T., Pudasaini R., Ghimire B., Gurung K., Choi K., Rai L., Magar S., BK B., Raizada M.N.",2018,"Intercropping of maize, millet, mustard, wheat and ginger increased land productivity and potential economic returns for smallholder terrace farmers in Nepal","Chapagain, T., Pudasaini, R., Ghimire, B., Gurung, K., Choi, K., Rai, L., . . . Raizada, M. N. (2018). Intercropping of maize, millet, mustard, wheat and ginger increased land productivity and potential economic returns for smallholder terrace farmers in Nepal. Field Crops Research, 227, 91-101. doi:10.1016/j.fcr.2018.07.016"
778,"Beres, B. L., Lupwayi, N. Z., Larney, F. J., Ellert, B., Smith, E. G., Turkington, T. K., Pageau, D., Semagn, K., & Wang, Z. (2018, Dec).",2018,Rotational Diversity Effects in a Triticale-based Cropping System,"Beres, B. L., Lupwayi, N. Z., Larney, F. J., Ellert, B., Smith, E. G., Turkington, T. K., . . . Wang, Z. (2018). Rotational Diversity Effects in a Triticale-based Cropping System. Cereal Research Communications, 46(4), 717-728. doi:10.1556/0806.46.2018.051"
19,"Alemayehu A., Tamado T., Nigussie D., Yigzaw D., Kinde T., Wortmann C.S.",2017,Maize-common bean intercropping to optimize maize-based crop production,"Alemayehu, A., Tamado, T., Nigussie, D., Yigzaw, D., Kinde, T., & Wortmann, C. S. (2017). Maize-common bean intercropping to optimize maize-based crop production. Journal of Agricultural Science, 155(7), 1124-1136. doi:10.1017/S0021859617000193"
39,"Arunrat N., Wang C., Pumijumnong N.",2016,Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand,"Arunrat, N., Wang, C., & Pumijumnong, N. (2016). Alternative cropping systems for greenhouse gases mitigation in rice field: a case study in Phichit province of Thailand. Journal of Cleaner Production, 133, 657-671. doi:10.1016/j.jclepro.2016.05.137"
74,"Bitew Y., Alemayehu G., Adgo E., Assefa A.",2020,"Competition, production efficiency and yield stability of finger millet and legume additive design intercropping","Bitew, Y., Alemayehu, G., Adgo, E., & Assefa, A. (2020). Competition, production efficiency and yield stability of finger millet and legume additive design intercropping. Renewable Agriculture and Food Systems. doi:10.1017/S1742170520000101"
